# This autogenerated file contains thermodynamical properties of CO2.
# The data has been obtained by querying the NIST Chemistry WebBook https://doi.org/10.18434/T4D303.
#
# Concerning temperature and pressure ranges, the following parameters have been used:
# min temperature = 1.0, max temperature = 200.0, #temperature sampling points = 100
# min pressure = 101325.0, max pressure = 100000000.0, #pressure sampling points = 200
#
# temperature [°C],     pressure [Pa],   density [kg/m3],  viscosity [Pa.s],   enthalpy [J/kg], thermal_conductivity [W/m.K], cv [J/kg.K], cp [J/kg.K], internal energy [J/kg.K]
1.63818181818e+02, 5.53216981156e+07, 6.89457931762e+02, 6.04709655114e-05, 4.78405644292e+05, 7.92939474838e-02, 9.07747560907e+02, 1.62352219403e+03, 3.98166233638e+05 
1.63818181818e+02, 5.58237015075e+07, 6.92494700251e+02, 6.08618635890e-05, 4.78133594989e+05, 7.96759193131e-02, 9.07934108067e+02, 1.62150932535e+03, 3.97521134725e+05 
1.63818181818e+02, 5.63257048995e+07, 6.95493059259e+02, 6.12507772928e-05, 4.77870551719e+05, 8.00554767880e-02, 9.08121044187e+02, 1.61951348027e+03, 3.96883827050e+05 
1.63818181818e+02, 5.68277082915e+07, 6.98453850374e+02, 6.16377296635e-05, 4.77616295912e+05, 8.04326663825e-02, 9.08308389140e+02, 1.61753494362e+03, 3.96254143980e+05 
1.63818181818e+02, 5.73297116834e+07, 7.01377891618e+02, 6.20227437949e-05, 4.77370615929e+05, 8.08075334493e-02, 9.08496160479e+02, 1.61557398297e+03, 3.95631923608e+05 
1.63818181818e+02, 5.78317150754e+07, 7.04265978272e+02, 6.24058428128e-05, 4.77133306776e+05, 8.11908764324e-02, 9.08684373649e+02, 1.61363084926e+03, 3.95017008588e+05 
1.63818181818e+02, 5.83337184673e+07, 7.07118883651e+02, 6.27870498556e-05, 4.76904169824e+05, 8.15659016587e-02, 9.08873042187e+02, 1.61170577707e+03, 3.94409245963e+05 
1.63818181818e+02, 5.88357218593e+07, 7.09937359856e+02, 6.31663880560e-05, 4.76683012550e+05, 8.19386583808e-02, 9.09062177893e+02, 1.60979898472e+03, 3.93808487012e+05 
1.63818181818e+02, 5.93377252513e+07, 7.12722138489e+02, 6.35438805244e-05, 4.76469648290e+05, 8.23091887342e-02, 9.09251790990e+02, 1.60791067431e+03, 3.93214587100e+05 
1.63818181818e+02, 5.98397286432e+07, 7.15473931336e+02, 6.39195503322e-05, 4.76263896007e+05, 8.26775339132e-02, 9.09441890268e+02, 1.60604103155e+03, 3.92627405532e+05 
1.63818181818e+02, 6.03417320352e+07, 7.18193431021e+02, 6.42934204964e-05, 4.76065580069e+05, 8.30437341979e-02, 9.09632483212e+02, 1.60419022566e+03, 3.92046805420e+05 
1.63818181818e+02, 6.08437354271e+07, 7.20881311628e+02, 6.46655139654e-05, 4.75874530042e+05, 8.34078289796e-02, 9.09823576120e+02, 1.60235840920e+03, 3.91472653553e+05 
1.63818181818e+02, 6.13457388191e+07, 7.23538229302e+02, 6.50358536043e-05, 4.75690580493e+05, 8.37698567852e-02, 9.10015174211e+02, 1.60054571791e+03, 3.90904820274e+05 
1.63818181818e+02, 6.18477422111e+07, 7.26164822817e+02, 6.54044621818e-05, 4.75513570803e+05, 8.41298552999e-02, 9.10207281717e+02, 1.59875227061e+03, 3.90343179360e+05 
1.63818181818e+02, 6.23497456030e+07, 7.28761714119e+02, 6.57713623577e-05, 4.75343344989e+05, 8.44878613897e-02, 9.10399901974e+02, 1.59697816916e+03, 3.89787607915e+05 
1.63818181818e+02, 6.28517489950e+07, 7.31329508859e+02, 6.61365766699e-05, 4.75179751540e+05, 8.48439111219e-02, 9.10593037499e+02, 1.59522349842e+03, 3.89237986257e+05 
1.63818181818e+02, 6.33537523869e+07, 7.33868796883e+02, 6.65001275235e-05, 4.75022643252e+05, 8.51980397851e-02, 9.10786690062e+02, 1.59348832632e+03, 3.88694197819e+05 
1.63818181818e+02, 6.38557557789e+07, 7.36380152723e+02, 6.68620371792e-05, 4.74871877083e+05, 8.55502819083e-02, 9.10980860752e+02, 1.59177270401e+03, 3.88156129051e+05 
1.63818181818e+02, 6.43577591709e+07, 7.38864136051e+02, 6.72223277430e-05, 4.74727314005e+05, 8.59006712790e-02, 9.11175550037e+02, 1.59007666600e+03, 3.87623669329e+05 
1.63818181818e+02, 6.48597625628e+07, 7.41321292127e+02, 6.75810211560e-05, 4.74588818870e+05, 8.62492409608e-02, 9.11370757817e+02, 1.58840023050e+03, 3.87096710858e+05 
1.63818181818e+02, 6.53617659548e+07, 7.43752152226e+02, 6.79381391852e-05, 4.74456260278e+05, 8.65960233097e-02, 9.11566483471e+02, 1.58674339966e+03, 3.86575148594e+05 
1.63818181818e+02, 6.58637693467e+07, 7.46157234046e+02, 6.82937034145e-05, 4.74329510451e+05, 8.69410499907e-02, 9.11762725908e+02, 1.58510616001e+03, 3.86058880159e+05 
1.63818181818e+02, 6.63657727387e+07, 7.48537042106e+02, 6.86477352363e-05, 4.74208445118e+05, 8.72843519928e-02, 9.11959483602e+02, 1.58348848286e+03, 3.85547805757e+05 
1.63818181818e+02, 6.68677761307e+07, 7.50892068127e+02, 6.90002558439e-05, 4.74092943398e+05, 8.76259596443e-02, 9.12156754632e+02, 1.58189032482e+03, 3.85041828106e+05 
1.63818181818e+02, 6.73697795226e+07, 7.53222791399e+02, 6.93512862244e-05, 4.73982887693e+05, 8.79659026270e-02, 9.12354536718e+02, 1.58031162830e+03, 3.84540852359e+05 
1.63818181818e+02, 6.78717829146e+07, 7.55529679141e+02, 6.97008471518e-05, 4.73878163582e+05, 8.83042099902e-02, 9.12552827248e+02, 1.57875232208e+03, 3.84044786034e+05 
1.63818181818e+02, 6.83737863065e+07, 7.57813186838e+02, 7.00489591810e-05, 4.73778659722e+05, 8.86409101643e-02, 9.12751623312e+02, 1.57721232193e+03, 3.83553538948e+05 
1.63818181818e+02, 6.88757896985e+07, 7.60073758580e+02, 7.03956426425e-05, 4.73684267753e+05, 8.89760309744e-02, 9.12950921725e+02, 1.57569153117e+03, 3.83067023149e+05 
1.63818181818e+02, 6.93777930905e+07, 7.62311827379e+02, 7.07409176370e-05, 4.73594882202e+05, 8.93095996523e-02, 9.13150719053e+02, 1.57418984137e+03, 3.82585152852e+05 
1.63818181818e+02, 6.98797964824e+07, 7.64527815485e+02, 7.10848040311e-05, 4.73510400400e+05, 8.96416428501e-02, 9.13351011633e+02, 1.57270713298e+03, 3.82107844381e+05 
1.63818181818e+02, 7.03817998744e+07, 7.66722134683e+02, 7.14273214535e-05, 4.73430722388e+05, 8.99721866516e-02, 9.13551795597e+02, 1.57124327596e+03, 3.81635016107e+05 
1.63818181818e+02, 7.08838032663e+07, 7.68895186589e+02, 7.17684892909e-05, 4.73355750843e+05, 9.03012565847e-02, 9.13753066890e+02, 1.56979813050e+03, 3.81166588390e+05 
1.63818181818e+02, 7.13858066583e+07, 7.71047362934e+02, 7.21083266858e-05, 4.73285390994e+05, 9.06288776331e-02, 9.13954821286e+02, 1.56837154761e+03, 3.80702483523e+05 
1.63818181818e+02, 7.18878100503e+07, 7.73179045836e+02, 7.24468525333e-05, 4.73219550545e+05, 9.09550742479e-02, 9.14157054405e+02, 1.56696336984e+03, 3.80242625683e+05 
1.63818181818e+02, 7.23898134422e+07, 7.75290608071e+02, 7.27840854791e-05, 4.73158139604e+05, 9.12798703585e-02, 9.14359761729e+02, 1.56557343191e+03, 3.79786940870e+05 
1.63818181818e+02, 7.28918168342e+07, 7.77382413329e+02, 7.31200439181e-05, 4.73101070605e+05, 9.16032893843e-02, 9.14562938614e+02, 1.56420156132e+03, 3.79335356866e+05 
1.63818181818e+02, 7.33938202261e+07, 7.79454816467e+02, 7.34547459926e-05, 4.73048258249e+05, 9.19253542448e-02, 9.14766580306e+02, 1.56284757900e+03, 3.78887803178e+05 
1.63818181818e+02, 7.38958236181e+07, 7.81508163756e+02, 7.37882095921e-05, 4.72999619427e+05, 9.22460873712e-02, 9.14970681948e+02, 1.56151129992e+03, 3.78444210994e+05 
1.63818181818e+02, 7.43978270101e+07, 7.83542793112e+02, 7.41204523519e-05, 4.72955073161e+05, 9.25655107159e-02, 9.15175238596e+02, 1.56019253365e+03, 3.78004513136e+05 
1.63818181818e+02, 7.48998304020e+07, 7.85559034333e+02, 7.44514916536e-05, 4.72914540540e+05, 9.28836457638e-02, 9.15380245227e+02, 1.55889108496e+03, 3.77568644015e+05 
1.63818181818e+02, 7.54018337940e+07, 7.87557209321e+02, 7.47813446249e-05, 4.72877944658e+05, 9.32005135418e-02, 9.15585696748e+02, 1.55760675436e+03, 3.77136539587e+05 
1.63818181818e+02, 7.59038371859e+07, 7.89537632297e+02, 7.51100281400e-05, 4.72845210558e+05, 9.35161346288e-02, 9.15791588006e+02, 1.55633933861e+03, 3.76708137313e+05 
1.63818181818e+02, 7.64058405779e+07, 7.91500610017e+02, 7.54375588207e-05, 4.72816265173e+05, 9.38305291660e-02, 9.15997913796e+02, 1.55508863123e+03, 3.76283376113e+05 
1.63818181818e+02, 7.69078439698e+07, 7.93446441973e+02, 7.57639530369e-05, 4.72791037272e+05, 9.41437168661e-02, 9.16204668867e+02, 1.55385442298e+03, 3.75862196330e+05 
1.63818181818e+02, 7.74098473618e+07, 7.95375420596e+02, 7.60892269079e-05, 4.72769457406e+05, 9.44557170229e-02, 9.16411847933e+02, 1.55263650234e+03, 3.75444539691e+05 
1.63818181818e+02, 7.79118507538e+07, 7.97287831449e+02, 7.64133963044e-05, 4.72751457856e+05, 9.47665485206e-02, 9.16619445676e+02, 1.55143465588e+03, 3.75030349267e+05 
1.63818181818e+02, 7.84138541457e+07, 7.99183953414e+02, 7.67364768494e-05, 4.72736972585e+05, 9.50762298432e-02, 9.16827456751e+02, 1.55024866874e+03, 3.74619569438e+05 
1.63818181818e+02, 7.89158575377e+07, 8.01064058877e+02, 7.70584839209e-05, 4.72725937186e+05, 9.53847790830e-02, 9.17035875797e+02, 1.54907832496e+03, 3.74212145857e+05 
1.63818181818e+02, 7.94178609296e+07, 8.02928413905e+02, 7.73794326532e-05, 4.72718288839e+05, 9.56922139501e-02, 9.17244697439e+02, 1.54792340787e+03, 3.73808025415e+05 
1.63818181818e+02, 7.99198643216e+07, 8.04777278421e+02, 7.76993379397e-05, 4.72713966260e+05, 9.59985517804e-02, 9.17453916291e+02, 1.54678370042e+03, 3.73407156208e+05 
1.63818181818e+02, 8.04218677136e+07, 8.06610906368e+02, 7.80182144347e-05, 4.72712909662e+05, 9.63038095448e-02, 9.17663526966e+02, 1.54565898548e+03, 3.73009487506e+05 
1.63818181818e+02, 8.09238711055e+07, 8.08429545875e+02, 7.83360765568e-05, 4.72715060711e+05, 9.66080038569e-02, 9.17873524075e+02, 1.54454904617e+03, 3.72614969716e+05 
1.63818181818e+02, 8.14258744975e+07, 8.10233439416e+02, 7.86529384904e-05, 4.72720362481e+05, 9.69111509817e-02, 9.18083902233e+02, 1.54345366610e+03, 3.72223554356e+05 
1.63818181818e+02, 8.19278778894e+07, 8.12022823959e+02, 7.89688141894e-05, 4.72728759419e+05, 9.72132668436e-02, 9.18294656065e+02, 1.54237262964e+03, 3.71835194026e+05 
1.63818181818e+02, 8.24298812814e+07, 8.13797931125e+02, 7.92837173796e-05, 4.72740197299e+05, 9.75143670339e-02, 9.18505780204e+02, 1.54130572216e+03, 3.71449842374e+05 
1.63818181818e+02, 8.29318846734e+07, 8.15558987323e+02, 7.95976615614e-05, 4.72754623193e+05, 9.78144668191e-02, 9.18717269299e+02, 1.54025273022e+03, 3.71067454070e+05 
1.63818181818e+02, 8.34338880653e+07, 8.17306213897e+02, 7.99106600135e-05, 4.72771985425e+05, 9.81135811480e-02, 9.18929118018e+02, 1.53921344179e+03, 3.70687984781e+05 
1.63818181818e+02, 8.39358914573e+07, 8.19039827263e+02, 8.02227257950e-05, 4.72792233542e+05, 9.84117246594e-02, 9.19141321046e+02, 1.53818764643e+03, 3.70311391142e+05 
1.63818181818e+02, 8.44378948492e+07, 8.20760039037e+02, 8.05338717495e-05, 4.72815318278e+05, 9.87089116895e-02, 9.19353873092e+02, 1.53717513544e+03, 3.69937630728e+05 
1.63818181818e+02, 8.49398982412e+07, 8.22467056172e+02, 8.08441105074e-05, 4.72841191518e+05, 9.90051562784e-02, 9.19566768891e+02, 1.53617570201e+03, 3.69566662035e+05 
1.63818181818e+02, 8.54419016332e+07, 8.24161081075e+02, 8.11534544897e-05, 4.72869806268e+05, 9.93004721779e-02, 9.19780003203e+02, 1.53518914138e+03, 3.69198444449e+05 
1.63818181818e+02, 8.59439050251e+07, 8.25842311737e+02, 8.14619159107e-05, 4.72901116622e+05, 9.95948728577e-02, 9.19993570818e+02, 1.53421525092e+03, 3.68832938226e+05 
1.63818181818e+02, 8.64459084171e+07, 8.27510941844e+02, 8.17695067818e-05, 4.72935077735e+05, 9.98883715124e-02, 9.20207466558e+02, 1.53325383026e+03, 3.68470104469e+05 
1.63818181818e+02, 8.69479118090e+07, 8.29167160895e+02, 8.20762389141e-05, 4.72971645787e+05, 1.00180981068e-01, 9.20421685275e+02, 1.53230468141e+03, 3.68109905103e+05 
1.63818181818e+02, 8.74499152010e+07, 8.30811154315e+02, 8.23821239222e-05, 4.73010777961e+05, 1.00472714188e-01, 9.20636221858e+02, 1.53136760877e+03, 3.67752302859e+05 
1.63818181818e+02, 8.79519185930e+07, 8.32443103559e+02, 8.26871732272e-05, 4.73052432410e+05, 1.00763583279e-01, 9.20851071229e+02, 1.53044241930e+03, 3.67397261244e+05 
1.63818181818e+02, 8.84539219849e+07, 8.34063186222e+02, 8.29913980600e-05, 4.73096568235e+05, 1.01053600500e-01, 9.21066228348e+02, 1.52952892250e+03, 3.67044744529e+05 
1.63818181818e+02, 8.89559253769e+07, 8.35671576136e+02, 8.32948094644e-05, 4.73143145454e+05, 1.01342777764e-01, 9.21281688213e+02, 1.52862693049e+03, 3.66694717726e+05 
1.63818181818e+02, 8.94579287688e+07, 8.37268443472e+02, 8.35974183006e-05, 4.73192124979e+05, 1.01631126745e-01, 9.21497445861e+02, 1.52773625810e+03, 3.66347146566e+05 
1.63818181818e+02, 8.99599321608e+07, 8.38853954835e+02, 8.38992352481e-05, 4.73243468592e+05, 1.01918658887e-01, 9.21713496368e+02, 1.52685672282e+03, 3.66001997485e+05 
1.63818181818e+02, 9.04619355528e+07, 8.40428273358e+02, 8.42002708091e-05, 4.73297138920e+05, 1.02205385405e-01, 9.21929834852e+02, 1.52598814490e+03, 3.65659237602e+05 
1.63818181818e+02, 9.09639389447e+07, 8.41991558791e+02, 8.45005353116e-05, 4.73353099413e+05, 1.02491317293e-01, 9.22146456473e+02, 1.52513034736e+03, 3.65318834705e+05 
1.63818181818e+02, 9.14659423367e+07, 8.43543967590e+02, 8.48000389125e-05, 4.73411314321e+05, 1.02776465329e-01, 9.22363356431e+02, 1.52428315597e+03, 3.64980757230e+05 
1.63818181818e+02, 9.19679457286e+07, 8.45085653002e+02, 8.50987916008e-05, 4.73471748671e+05, 1.03060840078e-01, 9.22580529971e+02, 1.52344639929e+03, 3.64644974246e+05 
1.63818181818e+02, 9.24699491206e+07, 8.46616765147e+02, 8.53968032005e-05, 4.73534368249e+05, 1.03344451902e-01, 9.22797972381e+02, 1.52261990868e+03, 3.64311455441e+05 
1.63818181818e+02, 9.29719525126e+07, 8.48137451099e+02, 8.56940833737e-05, 4.73599139576e+05, 1.03627310959e-01, 9.23015678992e+02, 1.52180351826e+03, 3.63980171103e+05 
1.63818181818e+02, 9.34739559045e+07, 8.49647854966e+02, 8.59906416238e-05, 4.73666029893e+05, 1.03909427212e-01, 9.23233645181e+02, 1.52099706497e+03, 3.63651092106e+05 
1.63818181818e+02, 9.39759592965e+07, 8.51148117960e+02, 8.62864872980e-05, 4.73735007136e+05, 1.04190810430e-01, 9.23451866369e+02, 1.52020038848e+03, 3.63324189896e+05 
1.63818181818e+02, 9.44779626884e+07, 8.52638378476e+02, 8.65816295907e-05, 4.73806039923e+05, 1.04471470198e-01, 9.23670338020e+02, 1.51941333125e+03, 3.62999436475e+05 
1.63818181818e+02, 9.49799660804e+07, 8.54118772163e+02, 8.68760775461e-05, 4.73879097531e+05, 1.04751415915e-01, 9.23889055646e+02, 1.51863573846e+03, 3.62676804389e+05 
1.63818181818e+02, 9.54819694724e+07, 8.55589431988e+02, 8.71698400611e-05, 4.73954149882e+05, 1.05030656804e-01, 9.24108014803e+02, 1.51786745802e+03, 3.62356266713e+05 
1.63818181818e+02, 9.59839728643e+07, 8.57050488310e+02, 8.74629258881e-05, 4.74031167526e+05, 1.05309201910e-01, 9.24327211092e+02, 1.51710834055e+03, 3.62037797038e+05 
1.63818181818e+02, 9.64859762563e+07, 8.58502068941e+02, 8.77553436377e-05, 4.74110121622e+05, 1.05587060112e-01, 9.24546640161e+02, 1.51635823932e+03, 3.61721369460e+05 
1.63818181818e+02, 9.69879796482e+07, 8.59944299209e+02, 8.80471017813e-05, 4.74190983923e+05, 1.05864240120e-01, 9.24766297702e+02, 1.51561701027e+03, 3.61406958566e+05 
1.63818181818e+02, 9.74899830402e+07, 8.61377302024e+02, 8.83382086542e-05, 4.74273726764e+05, 1.06140750482e-01, 9.24986179455e+02, 1.51488451194e+03, 3.61094539419e+05 
1.63818181818e+02, 9.79919864322e+07, 8.62801197933e+02, 8.86286724576e-05, 4.74358323041e+05, 1.06416599588e-01, 9.25206281202e+02, 1.51416060545e+03, 3.60784087555e+05 
1.63818181818e+02, 9.84939898241e+07, 8.64216105180e+02, 8.89185012615e-05, 4.74444746202e+05, 1.06691795672e-01, 9.25426598774e+02, 1.51344515450e+03, 3.60475578960e+05 
1.63818181818e+02, 9.89959932161e+07, 8.65622139762e+02, 8.92077030074e-05, 4.74532970228e+05, 1.06966346817e-01, 9.25647128045e+02, 1.51273802528e+03, 3.60168990070e+05 
1.63818181818e+02, 9.94979966080e+07, 8.67019415484e+02, 8.94962855101e-05, 4.74622969624e+05, 1.07240260960e-01, 9.25867864936e+02, 1.51203908647e+03, 3.59864297753e+05 
1.63818181818e+02, 1.00000000000e+08, 8.68408044014e+02, 8.97842564610e-05, 4.74714719404e+05, 1.07513545890e-01, 9.26088805413e+02, 1.51134820920e+03, 3.59561479300e+05 
1.65828282828e+02, 1.01325000000e+05, 1.22334255199e+00, 2.13485696238e-05, 6.34571590132e+05, 2.78934425242e-02, 7.81889291956e+02, 9.72241295753e+02, 5.51745238809e+05 
1.65828282828e+02, 6.03328391960e+05, 7.33113697896e+00, 2.14196961216e-05, 6.32484692038e+05, 2.81068459976e-02, 7.84382655332e+02, 9.81966320317e+02, 5.50187990491e+05 
1.65828282828e+02, 1.10533178392e+06, 1.35176393067e+01, 2.14945220510e-05, 6.30385824684e+05, 2.83252131232e-02, 7.86895955478e+02, 9.91978008058e+02, 5.48616237640e+05 
1.65828282828e+02, 1.60733517588e+06, 1.97837832878e+01, 2.15732272560e-05, 6.28275066544e+05, 2.85488964762e-02, 7.89427666430e+02, 1.00228197255e+03, 5.47029980481e+05 
1.65828282828e+02, 2.10933856784e+06, 2.61304804614e+01, 2.16559991292e-05, 6.26152530497e+05, 2.87782562979e-02, 7.91976190394e+02, 1.01288348958e+03, 5.45429232242e+05 
1.65828282828e+02, 2.61134195980e+06, 3.25586092560e+01, 2.17430327076e-05, 6.24018367372e+05, 2.90136609684e-02, 7.94539854304e+02, 1.02378740554e+03, 5.43814021441e+05 
1.65828282828e+02, 3.11334535176e+06, 3.90690027564e+01, 2.18345307178e-05, 6.21872769590e+05, 2.92554865124e-02, 7.97116906441e+02, 1.03499803620e+03, 5.42184394354e+05 
1.65828282828e+02, 3.61534874372e+06, 4.56624351118e+01, 2.19307035641e-05, 6.19715974865e+05, 2.95041157429e-02, 7.99705513163e+02, 1.04651905596e+03, 5.40540417651e+05 
1.65828282828e+02, 4.11735213568e+06, 5.23396065809e+01, 2.20317692462e-05, 6.17548269943e+05, 2.97599371382e-02, 8.02303755883e+02, 1.05835337786e+03, 5.38882181207e+05 
1.65828282828e+02, 4.61935552764e+06, 5.91011272277e+01, 2.21379531973e-05, 6.15369994325e+05, 3.00233434697e-02, 8.04909628370e+02, 1.07050302497e+03, 5.37209801038e+05 
1.65828282828e+02, 5.12135891960e+06, 6.59474993110e+01, 2.22494880305e-05, 6.13181543949e+05, 3.02947301748e-02, 8.07521034529e+02, 1.08296899385e+03, 5.35523422366e+05 
1.65828282828e+02, 5.62336231156e+06, 7.28790984355e+01, 2.23666131811e-05, 6.10983374755e+05, 3.05744934628e-02, 8.10135786763e+02, 1.09575111138e+03, 5.33823222773e+05 
1.65828282828e+02, 6.12536570352e+06, 7.98961535669e+01, 2.24895744324e-05, 6.08776006103e+05, 3.08630281427e-02, 8.12751605090e+02, 1.10884788641e+03, 5.32109415409e+05 
1.65828282828e+02, 6.62736909548e+06, 8.69987260494e+01, 2.26186233127e-05, 6.06560023966e+05, 3.11607251608e-02, 8.15366117133e+02, 1.12225635817e+03, 5.30382252217e+05 
1.65828282828e+02, 7.12937248744e+06, 9.41866878035e+01, 2.27540163513e-05, 6.04336083838e+05, 3.14679688431e-02, 8.17976859160e+02, 1.13597194361e+03, 5.28642027133e+05 
1.65828282828e+02, 7.63137587940e+06, 1.01459698923e+02, 2.28960141834e-05, 6.02104913287e+05, 3.17851338416e-02, 8.20581278314e+02, 1.14998828636e+03, 5.26889079213e+05 
1.65828282828e+02, 8.13337927136e+06, 1.08817184936e+02, 2.30448804906e-05, 5.99867314085e+05, 3.21125817894e-02, 8.23176736178e+02, 1.16429711029e+03, 5.25123795622e+05 
1.65828282828e+02, 8.63538266332e+06, 1.16258314033e+02, 2.32008807734e-05, 5.97624163843e+05, 3.24506576822e-02, 8.25760513823e+02, 1.17888808081e+03, 5.23346614447e+05 
1.65828282828e+02, 9.13738605528e+06, 1.23781974617e+02, 2.33642809444e-05, 5.95376417080e+05, 3.27996860084e-02, 8.28329818443e+02, 1.19374867757e+03, 5.21558027257e+05 
1.65828282828e+02, 9.63938944724e+06, 1.31386753563e+02, 2.35353457430e-05, 5.93125105652e+05, 3.31599666647e-02, 8.30881791694e+02, 1.20886408212e+03, 5.19758581358e+05 
1.65828282828e+02, 1.01413928392e+07, 1.39070915609e+02, 2.37143369696e-05, 5.90871338500e+05, 3.35317707042e-02, 8.33413519799e+02, 1.22421708427e+03, 5.17948881675e+05 
1.65828282828e+02, 1.06433962312e+07, 1.46832384343e+02, 2.39015115440e-05, 5.88616300632e+05, 3.39153359760e-02, 8.35922045456e+02, 1.23978801111e+03, 5.16129592208e+05 
1.65828282828e+02, 1.11453996231e+07, 1.54668725256e+02, 2.40971193967e-05, 5.86361251320e+05, 3.43108627285e-02, 8.38404381549e+02, 1.25555468212e+03, 5.14301436999e+05 
1.65828282828e+02, 1.16474030151e+07, 1.62577131356e+02, 2.43014012085e-05, 5.84107521451e+05, 3.47185092580e-02, 8.40857526617e+02, 1.27149239426e+03, 5.12465200554e+05 
1.65828282828e+02, 1.21494064070e+07, 1.70554411837e+02, 2.45145860151e-05, 5.81856510025e+05, 3.51383876983e-02, 8.43278481986e+02, 1.28757394012e+03, 5.10621727669e+05 
1.65828282828e+02, 1.26514097990e+07, 1.78596984281e+02, 2.47368887062e-05, 5.79609679769e+05, 3.55705600520e-02, 8.45664270417e+02, 1.30376966255e+03, 5.08771922626e+05 
1.65828282828e+02, 1.31534131910e+07, 1.86700870867e+02, 2.49685074474e-05, 5.77368551872e+05, 3.60150345738e-02, 8.48011956079e+02, 1.32004754826e+03, 5.06916747711e+05 
1.65828282828e+02, 1.36554165829e+07, 1.94861698999e+02, 2.52096210646e-05, 5.75134699842e+05, 3.64717626200e-02, 8.50318665595e+02, 1.33637336317e+03, 5.05057221030e+05 
1.65828282828e+02, 1.41574199749e+07, 2.03074706741e+02, 2.54603864352e-05, 5.72909742513e+05, 3.69406360757e-02, 8.52581609876e+02, 1.35271083133e+03, 5.03194413597e+05 
1.65828282828e+02, 1.46594233668e+07, 2.11334753361e+02, 2.57209359329e-05, 5.70695336223e+05, 3.74214854725e-02, 8.54798106399e+02, 1.36902185888e+03, 5.01329445693e+05 
1.65828282828e+02, 1.51614267588e+07, 2.19636335219e+02, 2.59913749828e-05, 5.68493166221e+05, 3.79140788965e-02, 8.56965601561e+02, 1.38526680399e+03, 4.99463482477e+05 
1.65828282828e+02, 1.56634301508e+07, 2.27973607144e+02, 2.62717797817e-05, 5.66304937339e+05, 3.84181217765e-02, 8.59081692703e+02, 1.40140479232e+03, 4.97597728874e+05 
1.65828282828e+02, 1.61654335427e+07, 2.36340409304e+02, 2.65621952443e-05, 5.64132364028e+05, 3.89332576230e-02, 8.61144149382e+02, 1.41739407689e+03, 4.95733423744e+05 
1.65828282828e+02, 1.66674369347e+07, 2.44730299484e+02, 2.68626332325e-05, 5.61977159823e+05, 3.94590697645e-02, 8.63150933465e+02, 1.43319243928e+03, 4.93871833388e+05 
1.65828282828e+02, 1.71694403266e+07, 2.53136590519e+02, 2.71730711265e-05, 5.59841026362e+05, 3.99950840994e-02, 8.65100217599e+02, 1.44875762738e+03, 4.92014244420e+05 
1.65828282828e+02, 1.76714437186e+07, 2.61552392496e+02, 2.74934507892e-05, 5.57725642085e+05, 4.05407728510e-02, 8.66990401662e+02, 1.46404782284e+03, 4.90161956087e+05 
1.65828282828e+02, 1.81734471106e+07, 2.69970659160e+02, 2.78236779666e-05, 5.55632650756e+05, 4.10955592756e-02, 8.68820126787e+02, 1.47902212908e+03, 4.88316272128e+05 
1.65828282828e+02, 1.86754505025e+07, 2.78384237826e+02, 2.81636221618e-05, 5.53563650000e+05, 4.16588232387e-02, 8.70588286632e+02, 1.49364106815e+03, 4.86478492276e+05 
1.65828282828e+02, 1.91774538945e+07, 2.86785921930e+02, 2.85131170019e-05, 5.51520180035e+05, 4.22299075390e-02, 8.72294035601e+02, 1.50786707320e+03, 4.84649903539e+05 
1.65828282828e+02, 1.96794572864e+07, 2.95168505223e+02, 2.88719611062e-05, 5.49503712824e+05, 4.28081248273e-02, 8.73936793793e+02, 1.52166496132e+03, 4.82831771413e+05 
1.65828282828e+02, 2.01814606784e+07, 3.03524836525e+02, 2.92399194458e-05, 5.47515641859e+05, 4.33927649416e-02, 8.75516248562e+02, 1.53500237104e+03, 4.81025331183e+05 
1.65828282828e+02, 2.06834640704e+07, 3.11847873862e+02, 2.96167251715e-05, 5.45557272811e+05, 4.39831024621e-02, 8.77032352621e+02, 1.54785014888e+03, 4.79231779505e+05 
1.65828282828e+02, 2.11854674623e+07, 3.20130736826e+02, 3.00020818661e-05, 5.43629815248e+05, 4.45784042819e-02, 8.78485318753e+02, 1.56018267090e+03, 4.77452266437e+05 
1.65828282828e+02, 2.16874708543e+07, 3.28366756000e+02, 3.03956661674e-05, 5.41734375622e+05, 4.51779369905e-02, 8.79875611284e+02, 1.57197808750e+03, 4.75687888095e+05 
1.65828282828e+02, 2.21894742462e+07, 3.36549518409e+02, 3.07971306943e-05, 5.39871951673e+05, 4.57809738841e-02, 8.81203934534e+02, 1.58321848340e+03, 4.73939680098e+05 
1.65828282828e+02, 2.26914776382e+07, 3.44672908084e+02, 3.12061071992e-05, 5.38043428371e+05, 4.63868014367e-02, 8.82471218596e+02, 1.59388994898e+03, 4.72208611923e+05 
1.65828282828e+02, 2.31934810302e+07, 3.52731141023e+02, 3.16222098689e-05, 5.36249575449e+05, 4.69947251016e-02, 8.83678602809e+02, 1.60398256380e+03, 4.70495582300e+05 
1.65828282828e+02, 2.36954844221e+07, 3.60718794030e+02, 3.20450386916e-05, 5.34491046535e+05, 4.76040743475e-02, 8.84827417380e+02, 1.61349029766e+03, 4.68801415681e+05 
